word,gloss,alternate_words
#all,,
#hs,,
#no,,
(movie/tv) credits,,
activities,"any specific activity; ""they avoided all recreational activity""",activity
activities (church),,
activity,"something done (usually as opposed to something said); ""there were stories of murders and other unnatural actions""",action
activity,"any specific activity; ""they avoided all recreational activity""",activity
actor,a theatrical performer,"actor, histrion, player, role_player, thespian"
actress,a female actor,actress
actual,"presently existing in fact and not merely potential or possible; ""the predicted temperature and the actual temperature were markedly different""; ""actual and imagined conditions""","actual, existent"
actualise,represent or describe realistically,"actualise, actualize"
actually,"in actual fact; ""to be nominally but not actually independent""; ""no one actually saw the shark""; ""large meteorites actually come from the asteroid belt""","actually, really"
actuaries,someone versed in the collection and interpretation of numerical data (especially someone who uses statistics to calculate insurance premiums),"actuary, statistician"
actuate,"put in motion or move to act; ""trigger a reaction""; ""actuate the circuits""","activate, actuate, set_off, spark, spark_off, touch_off, trigger, trigger_off, trip"
actuator,a mechanism that puts something into automatic action,actuator
acuity,"a quick and penetrating intelligence; ""he argued with great acuteness""; ""I admired the keenness of his mind""","acuity, acuteness, keenness, sharpness"
acumen,shrewdness shown by keen insight,"acumen, insightfulness"
acuminate,make sharp or acute; taper; make (something) come to a point,acuminate
acupuncture,treatment of pain or disease by inserting the tips of needles at specific points on the skin,"acupuncture, stylostixis"
acupuncturist,,
acute,"having or experiencing a rapid onset and short but severe course; ""acute appendicitis""; ""the acute phase of the illness""; ""acute patients""",acute
acute angle,an angle less than 90 degrees but more than 0 degrees,acute_angle
acute triangle,a triangle whose interior angles are all acute,"acute-angled_triangle, acute_triangle"
acuter,,
ad,a public promotion of some product or service,"ad, advert, advertisement, advertising, advertizement, advertizing"
ad hoc,"for one specific case; ""they were appointed ad hoc""",ad_hoc
ad lib,"without advance preparation; ""he spoke ad lib""","ad_lib, ad_libitum, impromptu, spontaneously"
adage,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people,"adage, byword, proverb, saw"
adagio,(of tempo) leisurely,adagio
adam,(Old Testament) in Judeo-Christian mythology; the first man and the husband of Eve and the progenitor of the human race,Adam
adam (rare),(Old Testament) in Judeo-Christian mythology; the first man and the husband of Eve and the progenitor of the human race,Adam
adamant,"not capable of being swayed or diverted from a course; unsusceptible to persuasion; ""he is adamant in his refusal to change his mind""; ""Cynthia was inexorable; she would have none of him""- W.Churchill; ""an intransigent conservative opposed to every libera","adamant, adamantine, inexorable, intransigent"
adapt,"make fit for, or change to suit a new purpose; ""Adapt our native cuisine to the available food resources of the new country""","accommodate, adapt"
adapt to me,,
adaptability,the ability to change or be changed to fit changed circumstances,adaptability
adapter,device that enables something to be used in a way different from that for which it was intended or makes different pieces of apparatus compatible,"adapter, adaptor"
adaption,,
add,"make an addition (to); join or combine or unite with others; increase the quality, quantity, zise or scope of; ""We added two students to that dorm room""; ""She added a personal note to her letter""; ""Add insult to injury""; ""Add some extra plates to the dinn",add
add,"bestow a quality on; ""Her presence lends a certain cachet to the company""; ""The music added a lot to the play""; ""She brings a special atmosphere to our meetings""; ""This adds a light note to the program""","add, bestow, bring, contribute, impart, lend"
add in,,
add insult to injury,,
add up,"determine the sum of; ""Add all the people in this town to those of the neighboring town""","add, add_together, add_up, sum, summate, sum_up, tally, tot, total, tote_up, tot_up"
add up to,,
add up tomp4,,
addable,capable of being added or added to,"addable, addible"
addend,a number that is added to another number (the augend),addend
addenda,,
addict,someone who is physiologically dependent on a substance; abrupt deprivation of the substance produces withdrawal symptoms,addict
addiction,being abnormally tolerant to and dependent on something that is psychologically or physically habit-forming (especially alcohol or narcotic drugs),"addiction, dependence, dependency, habituation"
addition,"the act of adding one thing to another; ""the addition of flowers created a pleasing effect""; ""the addition of a leap day every four years""",addition
addition property of equality,,
addition property of opposites,,
addition sentence,,
additional,"further or added; ""called for additional troops""; ""need extra help""; ""an extra pair of shoes""; ""I have no other shoes""; ""there are other possibilities""","additional, extra, other"
additive,something added to enhance food or gasoline or paint or medicine,additive
additive identity,,
additive inverse,(mathematics) one of a pair of numbers whose sum is zero; the additive inverse of -5 is +5,additive_inverse
addle,"become rotten; ""addled eggs""",addle
address,the place where a person or organization can be found or communicated with,address
address,"the act of delivering a formal spoken communication to an audience; ""he listened to an address on minor Roman poets""","address, lecture, speech"
address,"deal with verbally or in some form of artistic expression; ""This book deals with incest""; ""The course covered all of Western Civilization""; ""The new book treats the history of China""","address, cover, deal, handle, plow, treat"
address,"give heed (to); ""The children in the audience attended the recital quietly""; ""She hung on his every word""; ""They attended to everything he said""","advert, attend, give_ear, hang, pay_heed"
addressee,one to whom something is addressed,addressee
adduce,advance evidence for,"abduce, adduce, cite"
adduct,a compound formed by an addition reaction,adduct
adequacy,"the quality of being able to meet a need satisfactorily: ""he questioned the adequacy of the usual sentimental interpretation of the Golden Rule""","adequacy, adequateness"
adequate,"(sometimes followed by `to'') meeting the requirements especially of a task; ""she had adequate training""; ""her training was adequate""; ""she was adequate to the job""",adequate
adhere,"be compatible or in accordance with; ""You must adhere to the rules""",adhere
adhesion,faithful support for a religion or cause or political party,"adherence, adhesion, attachment"
adhesive,a substance that unites or bonds surfaces together,"adhesive, adhesive_material"
adhesive tape,tape coated with adhesive,adhesive_tape
adieu,"a farewell remark; ""they said their good-byes""","adieu, adios, arrivederci, auf_wiedersehen, au_revoir, bye, bye-bye, cheerio, good-by, good-bye, goodby, goodbye, good_day, sayonara, so_long"
adipose,"composed of animal fat; ""adipose tissue constitutes the fat of meat""",adipose
adjacent,"nearest in space or position; immediately adjoining without intervening space; ""had adjacent rooms""; ""in the next room""; ""the person sitting next to me""; ""our rooms were side by side""","adjacent, next, side_by_side"
adjacent angles,,
adjacent arcs,,
adjectival,"of or relating to or functioning as an adjective; ""adjectival syntax""; ""an adjective clause""","adjectival, adjective"
adjective,a word that expresses an attribute of something,adjective
adjourn,"suspend (a meeting, legal case, or game) with the intention of resuming it later; ""the meeting was adjourned until December 4""",adjourn
adjudication,the final judgment in a legal proceeding; the act of pronouncing judgment based on the evidence presented,adjudication
adjudicator,a person who studies and settles conflicts and disputes,adjudicator
adjunct,something added to another thing but not an essential part of it,adjunct
adjuration,a solemn and earnest appeal to someone to do something,adjuration
adjure,command solemnly,adjure
adjust,"alter or regulate so as to achieve accuracy or conform to a standard; ""Adjust the clock, please""; ""correct the alignment of the front wheels""","adjust, correct, set"
adjust screw,,
adjustable,"capable of being regulated; ""adjustable interest rates""",adjustable
adjuster,one who investigates insurance claims or claims for damages and recommends an effective settlement,"adjuster, adjustor, claims_adjuster, claims_adjustor, claim_agent"
